"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP_canopy","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","ANPP_woody_stem","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y"
"124","Mauna Loa Young flow 3 Young flow 3","Raich_1997_ppae",999,18350,"Mauna Loa Young flow 3","Young flow 3","woody","2TEB","ANPP_litterfall","1992","1991","1993",0.2538,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",19.45,-155.15,NA,16,4300,"NAC","Oceania","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,18.4,8.8,11.09,12.2,3382,29,67.79868421,0,1281.514912,254.4439474,0.173499998,626311.4,16623,1459,0.503708333,"tropical","ANPP_woody_stem","1992","1991","1993",0.0329
"125","Meerdink Meerdink","DeAngelis_1981_pofe",140,17750,"Meerdink","Meerdink","woody","2TDB","ANPP_foliage","1969","1967","1970",2.068,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Netherlands",51.9,6.7,45,8.6,780,"NAC","Europe","Cfb","Temperate oceanic forest","NAC","1830","Initiation of post-disturbance cohort (planted or natural)","1830","NAC","NAC",0,0,0,TRUE,9.6,7.6,56,22.8,787,14,77.93457602,79.07280702,625.5587719,186.2435088,0.099333332,353667.5,10152,786,0.328458333,"temperate","ANPP_woody_stem","1969","1967","1970",1.645
"126","Meerdink Meerdink","DeAngelis_1981_pofe",140,20272,"Meerdink","Meerdink","woody","2TDB","ANPP_litterfall","1969","1967","1970",2.9328,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Netherlands",51.9,6.7,45,8.6,780,"NAC","Europe","Cfb","Temperate oceanic forest","NAC","1830","Initiation of post-disturbance cohort (planted or natural)","1830","NAC","NAC",0,0,0,TRUE,9.6,7.6,56,22.8,787,14,77.93457602,79.07280702,625.5587719,186.2435088,0.099333332,353667.5,10152,786,0.328458333,"temperate","ANPP_woody_stem","1969","1967","1970",1.645
"127","Menglun Nature Reserve lowland tropical forest","Malhi_2011_taoe",999,9121,"Menglun Nature Reserve","lowland tropical forest","woody","2TB","ANPP_litterfall","NI","NI","NI",4.16,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","China",21.95,101.2,750,19.25,1487,"522","Asia","Cwa","Tropical mountain system","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,22.2,11.9,32.7,22,1403,73,62.30423977,0.523070175,1056.474561,200.4745614,0.197083334,600874,10929,1496,0.913805556,"tropical","ANPP_woody_stem","NI","NI","NI",3.38
"128","Menglun Nature Reserve primary forest","Tan_2011_aosa",999,18284,"Menglun Nature Reserve","primary forest","woody","2TB","ANPP_litterfall","2005","2003","2007",3.9104,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","China",21.95,101.2,750,19.25,1487,"522","Asia","Cwa","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.2,11.9,32.7,22,1403,73,62.30423977,0.523070175,1056.474561,200.4745614,0.197083334,600874,10929,1496,0.913805556,"tropical","ANPP_woody_stem","2005","2003","2007",3.1772
"129","Metolius 10 unmanaged","Luyssaert_2007_cbob",190,9169,"Metolius 10","unmanaged","woody","2TEN","ANPP_foliage","2001",NA,NA,0.73,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4982,-121.6249,895,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1811","Initiation of post-disturbance cohort (natural)","1811","NAC","NAC",0,0,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_woody_stem","2001",NA,NA,1.4
"130","Metolius 11 unmanaged","Luyssaert_2007_cbob",316,9192,"Metolius 11","unmanaged","woody","2TEN","ANPP_foliage","2001",NA,NA,0.48,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4222,-121.6066,1129,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1685","Initiation of post-disturbance cohort (natural)","1685","NAC","NAC",0,0,0,TRUE,6.4,14.3,60.93,32.3,814,60,66.83289474,205.400614,761.8017544,121.5942982,0.063166667,523406.9,6426,1237,0.589805556,"temperate","ANPP_woody_stem","2001",NA,NA,0.45
"131","Metolius Old Pine mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","Luyssaert_2007_cbob",251,9457,"Metolius Old Pine","mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","woody","2TEN","ANPP_foliage","2001",NA,NA,0.81,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.498889,-121.623611,915,8.15,482.13,"366","North America","Csb","Temperate mountain system","NAC","1748","Initiation of post-disturbance cohort (natural)","1748","Burned","1748",0,1,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_woody_stem","2001",NA,NA,0.9
"132","Mill City South 6 NI","Luyssaert_2007_cbob",74,9599,"Mill City South 6","NI","woody","2TEN","ANPP_foliage","2001",NA,NA,2.21,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.7019,-122.5,676,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1927","Initiation of post-disturbance cohort (planted or natural)","1927","NAC","NAC",0,0,0,TRUE,7.6,10.3,49.84,24.4,2346,62,68.79429825,160.3940351,747.9245614,133.4398246,0.076500001,484707.4,19922,1141,0.533736111,"temperate","ANPP_woody_stem","2001",NA,NA,2.54
"133","Mocambo terra firma MBO-01","Clark_2001_nppi",999,18369,"Mocambo","terra firma MBO-01","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.606,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-1.45,-48.45,24,26.63,2933,"296","South America","Af","Tropical rainforest","2","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,26.9,9.4,2.78,10.6,2560,50,75.34466374,0,1105.582456,280.8364035,0.281500004,577462.2,19309,1456,0.736319444,"tropical","ANPP_woody_stem","1963","1956","1971",2.3782
"134","Mount Jefferson 4 unmanaged","Luyssaert_2007_cbob",262,9831,"Mount Jefferson 4","unmanaged","woody","2TEN","ANPP_foliage","2001",NA,NA,0.89,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6882,-121.865,1177,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1739","Initiation of post-disturbance cohort (natural)","1739","NAC","NAC",0,0,0,TRUE,5.1,11.1,57.79,28,1868,63,68.57660819,188.4214035,733.9736842,125.8402632,0.061583333,500050.8,16292,1107,0.465597222,"temperate","ANPP_woody_stem","2001",NA,NA,0.71
"135","Mount Jefferson 5 unmanaged","Luyssaert_2007_cbob",304,9843,"Mount Jefferson 5","unmanaged","woody","2TEN","ANPP_foliage","2001",NA,NA,1,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6958,-121.8698,1069,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1697","Initiation of post-disturbance cohort (natural)","1697","NAC","NAC",0,0,0,TRUE,6.2,11.7,58.12,28.6,1708,63,68.57660819,188.4214035,733.9736842,125.8402632,0.0655,501193.5,14946,1115,0.465597222,"temperate","ANPP_woody_stem","2001",NA,NA,1.14
"136","Mt. Kinabalu 1560m lower montane rain forest on sedimentary rock","Kitayama_2002_esap",999,18313,"Mt. Kinabalu 1560m","lower montane rain forest on sedimentary rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",3.76,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1560,18,2250,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",1.9881
"137","Mt. Kinabalu 1860m lower montane rain forest on ultrabasic rock","Kitayama_2002_esap",999,18314,"Mt. Kinabalu 1860m","lower montane rain forest on ultrabasic rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",2.961,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1860,18,2250,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",0.8695
"138","Mt. Kinabalu 2590m upper montane rain forest on sedimentary rock","Kitayama_2002_esap",999,18315,"Mt. Kinabalu 2590m","upper montane rain forest on sedimentary rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",2.491,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,2590,12,2150,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",1.1656
"139","Mt. Kinabalu 2700m upper montane rain forest on ultrabasic rock","Kitayama_2002_esap",999,18316,"Mt. Kinabalu 2700m","upper montane rain forest on ultrabasic rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",2.773,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,2700,12,2150,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",0.6157
"140","Mt. Kinabalu 3050m subalpine forest on ultrabasic rock","Kitayama_2002_esap",999,18317,"Mt. Kinabalu 3050m","subalpine forest on ultrabasic rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",0.752,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,3050,9,2100,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",0.1645
"141","Mt. Kinabalu 3080m subalpine forest on sedimentary rock","Kitayama_2002_esap",999,18318,"Mt. Kinabalu 3080m","subalpine forest on sedimentary rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",2.961,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,3080,9,2100,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",0.8695
"142","Mt. Kinabalu 650m hill dipterocarp rain forest on sedimentary rock","Kitayama_2002_esap",999,18319,"Mt. Kinabalu 650m","hill dipterocarp rain forest on sedimentary rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",5.217,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,650,24,2200,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",3.7741
"143","Mt. Kinabalu 700m hill dipterocarp rain forest on ultrabasic rock","Kitayama_2002_esap",999,18320,"Mt. Kinabalu 700m","hill dipterocarp rain forest on ultrabasic rock","woody","2TEB","ANPP_litterfall","1996","1995","1997",5.217,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,700,24,2200,"545","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1996","1995","1997",2.8294
"144","Mt. Kinabalu, Q lower upland tropical forest","Takyu_2003_cibp",999,18325,"Mt. Kinabalu, Q lower","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",4.371,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,NA,18.3,2600,"NAC","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",1.222
"145","Mt. Kinabalu, Q ridge upland tropical forest","Takyu_2003_cibp",999,18321,"Mt. Kinabalu, Q ridge","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",2.538,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1860,18.3,2380,"545","Asia","Af","Tropical mountain system","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",0.282
"146","Mt. Kinabalu, T lower upland tropical forest","Takyu_2003_cibp",999,18326,"Mt. Kinabalu, T lower","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",3.807,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,NA,18.3,2380,"NAC","Asia","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",1.269
"147","Mt. Kinabalu, T ridge upland tropical forest","Takyu_2003_cibp",999,18322,"Mt. Kinabalu, T ridge","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",3.713,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1560,18.3,2380,"545","Asia","Af","Tropical mountain system","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",0.658
"148","Mt. Kinabalu, U lower upland tropical forest","Takyu_2003_cibp",999,18323,"Mt. Kinabalu, U lower","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",3.102,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1860,18.3,2380,"545","Asia","Af","Tropical mountain system","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",0.893
"149","Mt. Kinabalu, U ridge upland tropical forest","Takyu_2003_cibp",999,18324,"Mt. Kinabalu, U ridge","upland tropical forest","woody","2TEB","ANPP_litterfall","1998","1997","1999",1.974,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Malaysia",6.08,116.55,1860,18.3,2380,"545","Asia","Af","Tropical mountain system","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,6.7,7.6,10.04,10.8,2117,22,69.95409357,0,992.8815789,236.4176316,0.109,551623.4,56558,444,0.009097222,"tropical","ANPP_woody_stem","1998","1997","1999",0.329
"150","Nacetin PO","Schulze_2000_tcan",58,9939,"Nacetin","PO","woody","2TEN","ANPP_foliage","1995",NA,NA,1.73,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Czech Republic",50.58,13.25,775,5.9,935,"348","Europe","Cfb","Temperate mountain system","NAC","1937","Planted","1937","NAC","NAC",0,0,0,TRUE,5.2,6.9,65.35,24.7,808,21,74.1869883,131.0028947,667.0745614,178.0578947,0.077916667,368154.9,14010,665,0.223166667,"temperate","ANPP_woody_stem","1995",NA,NA,1.73
"151","Nakoma Urban Forest Nakoma Urban Forest","DeAngelis_1981_pofe",130,18020,"Nakoma Urban Forest","Nakoma Urban Forest","woody","2TDB","ANPP_foliage","1971","1970","1972",1.2173,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",43.03,-89.4,273.6,NA,NA,"NAC","North America","Dfb","Temperate continental forest","NAC","1840","Initiation of post-disturbance cohort (planted or natural)","1840","NAC","NAC",0,0,0,TRUE,7.8,11.7,105.37,41.9,809,38,64.17982456,161.9878947,877.5754386,118.8390351,0.093833334,480393.4,7857,1070,0.469125,"temperate","ANPP_woody_stem","1971","1970","1972",1.0434
"152","Nouragues Grand Plateau old-growth tropical forest.NOR2","Chave_2001_eobi",999,18299,"Nouragues Grand Plateau","old-growth tropical forest.NOR2","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.6718,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","French Guiana",4.08,-52.67,110,26.06,3476,"575","South America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,24.9,8.8,4.44,11.8,3329,47,62.84334795,0,1178.007895,210.0319298,0.270750004,662364.7,19631,1574,0.601,"tropical","ANPP_woody_stem","NI","NI","NI",4.0702
"153","Nouragues Petit Plateau old-growth tropical forest.NOR1","Chave_2001_eobi",999,18300,"Nouragues Petit Plateau","old-growth tropical forest.NOR1","woody","2TEB","ANPP_litterfall","NI","NI","NI",3.8822,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","French Guiana",4.08,-52.67,110,26.06,3476,"575","South America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,24.9,8.8,4.44,11.8,3329,47,62.84334795,0,1178.007895,210.0319298,0.270750004,662364.7,19631,1574,0.601,"tropical","ANPP_woody_stem","NI","NI","NI",3.7788
"154","O site 50/250 yr","Law_2001_csaf",250,10268,"O site","50/250 yr","woody","2TEN","ANPP_foliage",NA,"1999","2000",0.76,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.5,-121.617,915,8,524,"366","North America","Csb","Temperate mountain system","NAC","1749","NAC","NAC","No disturbance","NI",0,0,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_woody_stem",NA,"1999","2000",0.81
"155","Okinawa Okinawa","DeAngelis_1981_pofe",55,17728,"Okinawa","Okinawa","woody","2TREE","ANPP_foliage","1973","1973","1973",1.833,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Japan",26.8,128.1,320,21.5,2630,"NAC","Asia","Cfa","Subtropical humid forest","NAC","1918","Initiation of post-disturbance cohort (planted or natural)","1918","NAC","NAC",0,0,0,TRUE,NA,NA,NA,NA,NA,NA,68.03494152,0.01745614,0,240.5626316,0,0,NA,NA,0,"subtropical","ANPP_woody_stem","1973","1973","1973",3.4028
"156","Ontario site region 5 site 1 Site 1","DeAngelis_1981_pofe",84,17662,"Ontario site region 5 site 1","Site 1","woody","2TEN","ANPP_foliage","1970","1961","1975",0.6773875,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.2,-78.4,465,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1886","Initiation of post-disturbance cohort (planted or natural)","1886","NAC","NAC",0,0,0,TRUE,4.4,11,104,41.2,920,13,62.5999269,195.3729825,646.5377193,127.76,0.080833333,458288.4,11798,823,0.303458333,"temperate","ANPP_woody_stem","1970","1961","1975",0.9964
"157","Ontario site region 5 site 2 Site 2","DeAngelis_1981_pofe",246,17663,"Ontario site region 5 site 2","Site 2","woody","2TEN","ANPP_foliage","1970","1961","1975",1.280985,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.5,-78.8,495,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1724","Initiation of post-disturbance cohort (planted or natural)","1724","NAC","NAC",0,0,0,TRUE,3.5,11.1,105.7,41.8,997,14,62.35160819,192.9446491,651.2105263,146.5672807,0.07725,453303.8,14187,789,0.277083333,"temperate","ANPP_woody_stem","1970","1961","1975",1.9223
"158","Ontario site region 5 site 3 Site 3","DeAngelis_1981_pofe",212,17664,"Ontario site region 5 site 3","Site 3","woody","2TEN","ANPP_foliage","1970","1961","1975",1.1480925,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.3,-78.3,480,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1758","Initiation of post-disturbance cohort (planted or natural)","1758","NAC","NAC",0,0,0,TRUE,3.6,11,104.69,41.4,945,14,62.5999269,195.3729825,646.5377193,127.76,0.077833333,455414.8,12451,797,0.275763889,"temperate","ANPP_woody_stem","1970","1961","1975",2.7166
"159","Ontario site region 5 site 4 Site 4","DeAngelis_1981_pofe",130,17665,"Ontario site region 5 site 4","Site 4","woody","2TEN","ANPP_foliage","1970","1961","1975",0.773808,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.3,-78.3,503,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1840","Initiation of post-disturbance cohort (planted or natural)","1840","NAC","NAC",0,0,0,TRUE,3.6,11,104.69,41.4,945,14,62.5999269,195.3729825,646.5377193,127.76,0.077833333,455414.8,12451,797,0.275763889,"temperate","ANPP_woody_stem","1970","1961","1975",0.5358
"160","Paracou B PAR-01","Malhi_2004_tacw",999,18301,"Paracou B","PAR-01","woody","2TEB","ANPP_litterfall","1990","1984","1995",3.901,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","French Guiana",5.16,-52.54,NA,26.3,3041,"NAC","South America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,NA,NA,NA,NA,NA,NA,58.65211988,0,1245.642982,197.6021053,0,0,NA,NA,0,"tropical","ANPP_woody_stem","1990","1984","1995",1.9928
"161","Paragominas A Paragominas","Trumbore_1995_bcoc",999,18275,"Paragominas A","Paragominas","woody","2TEB","ANPP_litterfall","1992","1992","1992",2.632,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.8,-47.52,NA,26.7,1750,"NAC","South America","Am","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,26.6,10.1,3.09,11.7,1965,78,76.16637427,0,1113.346491,271.2468421,0.276583336,571401.2,13868,1454,0.739319444,"tropical","ANPP_woody_stem","1992","1992","1992",1.222
"162","Paragominas unmanaged old growth tropical evergreen","Clark_2001_nppi",999,10737,"Paragominas","unmanaged old growth tropical evergreen","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.277,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.983333,-47.516667,NA,24.1,1750,"252","South America","Am","Tropical rainforest","0.7","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,26.3,10.2,2.86,11.7,1854,82,76.16637427,0,1113.346491,271.2468421,0.272583332,579230.1,13508,1470,0.742097222,"tropical","ANPP_woody_stem","NI","NI","NI",1.222
"163","Pico del Este Mature Lower montane rain (dwarf) forest","Wang_2003_cdoa",999,18353,"Pico del Este","Mature Lower montane rain (dwarf) forest","woody","2TEB","ANPP_litterfall","2000","1999","2002",1.269,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",18,-66.92,175,25.1,860,"406","North America","Aw","Tropical moist forest","0.0036","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.2,11.1,11.25,14.4,785,57,57.42850877,0,0,147.9791228,0.265249999,691031.9,4333,1986,0.987472222,"tropical","ANPP_woody_stem","2000","1999","2002",0.4935
"164","Podocarpus 1 unmanaged","Moser_2011_eeot",999,11083,"Podocarpus 1","unmanaged","woody","2TEB","ANPP_foliage",NA,"2003","2004",2.54,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.12,-78.97,1050,19.39999962,2230,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.8,11.5,6.01,14.1,1772,16,73.50643275,0.474210526,1667.457018,183.0603509,0.198333331,488680.8,10422,1380,0.720125,"tropical","ANPP_woody_stem",NA,"2003","2004",1.37
"165","Podocarpus 2 unmanaged","Moser_2011_eeot",999,11100,"Podocarpus 2","unmanaged","woody","2TEB","ANPP_foliage",NA,"2003","2004",2.57,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.11,-78.97,1540,17.5,2300,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.5,11.9,4.99,14.2,1603,20,73.50643275,0.474210526,1667.457018,183.0603509,0.191666666,487753.1,9279,1365,0.720125,"tropical","ANPP_woody_stem",NA,"2003","2004",0.77
